
|WCQR-FM     |88.3  MHz |FM |202 |DA  |-                   |C2 |-  |LIC    |KINGSPORT                |TN |US |BLED   -19961120KB  |1.2    kW |1.2    kW |650.0   |650.0   |53101      |N |36 |25 |53.00 |W |82  |8  |16.00 |POSITIVE ALTERNATIVE RADIO, INC.                                            |   0.00 km |   0.00 mi |  0.00 deg |1276.  m|1276.0 m|14733     |0.      |-       |20.    m|235732    |
|W202BG      |88.3  MHz |FX |202 |ND  |-                   |D  |-  |LIC    |DYERSBURG                |TN |US |BLFT   -19980729TB  |0.019  kW |0.019  kW |85.0    |85.0    |88256      |N |36 |2  |43.00 |W |89  |24 |32.00 |BIBLE BROADCASTING NETWORK, INC.                                            |   0.00 km |   0.00 mi |  0.00 deg |176.   m|176.0  m|-         |-       |1047380 |67.    m|271605    |
|WBIA        |88.3  MHz |FM |202 |ND  |-                   |A  |-  |LIC    |SHELBYVILLE              |TN |US |BLED   -19990709KA  |0.25   kW |0.25   kW |14.0    |14.0    |81729      |N |35 |28 |54.00 |W |86  |27 |28.00 |AMERICAN FAMILY ASSOCIATION                                                 |   0.00 km |   0.00 mi |  0.00 deg |264.   m|264.0  m|-         |-       |1064861 |29.    m|286906    |
|WYLV        |88.3  MHz |FM |202 |ND  |-                   |C2 |-  |LIC    |MAYNARDVILLE             |TN |US |BLED   -20030227ADG |2.85   kW |0.     kW |454.0   |0.0     |81317      |N |36 |0  |13.00 |W |83  |56 |34.00 |EDUCATIONAL MEDIA FOUNDATION                                                |   0.00 km |   0.00 mi |  0.00 deg |764.   m|0.0    m|-         |-       |1035537 |338.   m|627398    |
|WAYQ        |88.3  MHz |FM |202 |DA  |-                   |C2 |-  |LIC    |CLARKSVILLE              |TN |US |BLED   -20031020ABN |14.    kW |14.    kW |227.0   |227.0   |83853      |N |36 |17 |36.00 |W |87  |18 |20.00 |WAY MEDIA, INC.                                                             |   0.00 km |   0.00 mi |  0.00 deg |416.   m|416.0  m|15089     |0.      |1051456 |198.   m|706648    |
|WMTS-FM     |88.3  MHz |FM |202 |ND  |-                   |A  |-  |LIC    |MURFREESBORO             |TN |US |BLED   -20040607AAH |0.68   kW |0.68   kW |42.0    |42.0    |41998      |N |35 |50 |56.00 |W |86  |21 |11.00 |MIDDLE TENNESSEE STATE UNIVERSITY                                           |   0.00 km |   0.00 mi |  0.00 deg |234.   m|234.0  m|-         |-       |1061283 |42.    m|972930    |
|WYLV        |88.3  MHz |FS |202 |ND  |-                   |C2 |-  |LIC    |MAYNARDVILLE             |TN |US |BXLED  -20050627AAB |2.8    kW |0.     kW |411.0   |0.0     |81317      |N |36 |0  |13.00 |W |83  |56 |34.00 |EDUCATIONAL MEDIA FOUNDATION                                                |   0.00 km |   0.00 mi |  0.00 deg |722.   m|0.0    m|-         |-       |1052156 |296.   m|1069921   |
|WRCC        |88.3  MHz |FM |202 |ND  |-                   |A  |-  |LIC    |DIBRELL                  |TN |US |BMLED  -20110118AAR |0.085  kW |0.085  kW |105.0   |105.0   |176989     |N |35 |50 |20.00 |W |85  |47 |2.00  |SOUTH CENTRAL OKLAHOMA CHRISTIAN BROADCASTING INC                           |   0.00 km |   0.00 mi |  0.00 deg |410.   m|410.0  m|-         |-       |1211536 |85.    m|1414358   |
|WYLV        |88.3  MHz |FM |202 |ND  |-                   |C2 |-  |CP MOD |MAYNARDVILLE             |TN |US |BMPED  -20120925AFE |2.85   kW |2.85   kW |452.0   |452.0   |81317      |N |36 |0  |13.00 |W |83  |56 |34.00 |EDUCATIONAL MEDIA FOUNDATION                                                |   0.00 km |   0.00 mi |  0.00 deg |761.   m|761.0  m|-         |-       |1052156 |336.   m|1514816   |
|KJRN        |88.3  MHz |FM |202 |DA  |-                   |C3 |-  |LIC    |KEENE                    |TX |US |BLED   -19900510KA  |23.    kW |23.    kW |81.0    |81.0    |61585      |N |32 |24 |19.00 |W |97  |19 |55.00 |SOUTHWESTERN ADVENTIST UNIVERSITY                                           |   0.00 km |   0.00 mi |  0.00 deg |324.   m|324.0  m|13902     |0.      |-       |47.    m|148126    |
|KJRT        |88.3  MHz |FM |202 |ND  |-                   |C3 |-  |LIC    |AMARILLO                 |TX |US |BLED   -19940406KB  |20.    kW |6.     kW |88.0    |88.0    |72168      |N |35 |11 |57.00 |W |101 |48 |43.00 |TOP O' TEXAS EDUCATIONAL BROADCASTING FOUNDATION                            |   0.00 km |   0.00 mi |  0.00 deg |1178.  m|1178.0 m|-         |-       |-       |78.    m|196663    |
|KBNR        |88.3  MHz |FM |202 |ND  |-                   |A  |-  |LIC    |BROWNSVILLE              |TX |US |BLED   -19990308KA  |5.5    kW |5.5    kW |88.0    |88.0    |73752      |N |25 |55 |10.00 |W |97  |31 |44.00 |WORLD RADIO NETWORK, INC.                                                   |   0.00 km |   0.00 mi |  0.00 deg |94.    m|94.0   m|-         |-       |1046020 |85.    m|282553    |
|980826MM    |88.3  MHz |FA |202 |ND  |-                   |C  |-  |VAC    |BIG SPRING               |TX |US |-      --           |-      kW |-      kW |-       |-       |91579      |N |32 |11 |6.00  |W |101 |27 |56.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|292331    |
|-           |88.3  MHz |FA |202 |ND  |-                   |A  |-  |VAC    |HONDO                    |TX |US |-      --           |-      kW |-      kW |-       |-       |96375      |N |29 |20 |56.00 |W |99  |8  |30.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|299419    |
|-           |88.3  MHz |FA |202 |ND  |-                   |A  |-  |VAC    |PRESIDIO                 |TX |US |-      --           |-      kW |-      kW |-       |-       |96422      |N |29 |37 |16.00 |W |104 |22 |16.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|299589    |
|-           |88.3  MHz |FA |202 |ND  |-                   |A  |-  |VAC    |SEGUIN                   |TX |US |-      --           |-      kW |-      kW |-       |-       |96483      |N |29 |34 |6.00  |W |97  |57 |50.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|299839    |
|-           |88.3  MHz |FA |202 |ND  |-                   |A  |-  |VAC    |VAN HORNE                |TX |US |-      --           |-      kW |-      kW |-       |-       |96514      |N |31 |2  |27.00 |W |104 |49 |50.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|299961    |
|-           |88.3  MHz |FA |202 |ND  |-                   |A  |-  |VAC    |ZAPATA                   |TX |US |-      --           |-      kW |-      kW |-       |-       |96572      |N |26 |52 |28.00 |W |99  |18 |51.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|300156    |
|K202CK      |88.3  MHz |FX |202 |ND  |-                   |D  |-  |LIC    |CHILDRESS                |TX |US |BLFT   -20000306ADF |0.2    kW |0.     kW |96.0    |0.0     |84025      |N |34 |26 |20.00 |W |100 |13 |10.00 |TOP O' TEXAS EDUCATIONAL BROADCASTING FOUNDATION                            |   0.00 km |   0.00 mi |  0.00 deg |641.   m|0.0    m|29092     |-       |1200528 |56.    m|494341    |
|K202DR      |88.3  MHz |FX |202 |ND  |-                   |D  |-  |LIC    |WICHITA FALLS            |TX |US |BLFT   -20020125ABM |0.25   kW |0.25   kW |84.4    |0.0     |49329      |N |33 |54 |1.00  |W |98  |32 |19.00 |NORTH TEXAS PUBLIC BROADCASTING, INC                                        |   0.00 km |   0.00 mi |  0.00 deg |382.   m|382.0  m|40175     |-       |1057584 |69.    m|593029    |
|KAFR        |88.3  MHz |FM |202 |ND  |-                   |C1 |-  |LIC    |CONROE                   |TX |US |BLED   -20030602BUP |0.     kW |100.   kW |0.0     |135.0   |81300      |N |30 |27 |52.00 |W |95  |30 |20.00 |AMERICAN FAMILY ASSOCIATION                                                 |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|216.   m|-         |-       |1235884 |137.   m|665529    |
|KPAC        |88.3  MHz |FS |202 |ND  |-                   |C1 |-  |LIC    |SAN ANTONIO              |TX |US |BXLED  -20060803ALU |0.5    kW |0.5    kW |107.0   |107.0   |65335      |N |29 |31 |6.00  |W |98  |34 |11.00 |TEXAS PUBLIC RADIO                                                          |   0.00 km |   0.00 mi |  0.00 deg |369.   m|369.0  m|-         |-       |-       |56.    m|1141879   |
|KXJT        |88.3  MHz |FM |202 |DA  |-                   |A  |-  |CP     |RIO GRANDE CITY          |TX |US |BNPED  -20071019AWT |3.5    kW |3.5    kW |128.0   |128.0   |174932     |N |26 |25 |47.00 |W |98  |49 |25.00 |COLONIAS UNIDAS                                                             |   0.00 km |   0.00 mi |  0.00 deg |208.   m|208.0  m|82317     |0.      |1053955 |147.   m|1212209   |
|NEW         |88.3  MHz |FM |202 |ND  |-                   |A  |-  |APP    |BRADY                    |TX |US |BNPED  -20071018BBX |6.     kW |6.     kW |73.5    |73.5    |176375     |N |31 |7  |27.00 |W |99  |21 |34.00 |TEXAS COMMUNITY BROADCAST ASSOCIATION, INC.                                 |   0.00 km |   0.00 mi |  0.00 deg |617.   m|617.0  m|-         |-       |-       |100.   m|1214434   |
|NEW         |88.3  MHz |FM |202 |ND  |-                   |A  |-  |APP    |PRESIDIO                 |TX |US |BNPED  -20071016AEY |1.     kW |1.     kW |-10.0   |-10.0   |172361     |N |29 |33 |35.00 |W |104 |21 |30.00 |RADIO BILINGUE, INC.                                                        |   0.00 km |   0.00 mi |  0.00 deg |842.   m|842.0  m|-         |-       |-       |52.    m|1215037   |
|NEW         |88.3  MHz |FM |202 |ND  |-                   |A  |-  |APP    |BARSTOW                  |TX |US |BNPED  -20071022AST |4.     kW |4.     kW |-12.9   |-12.9   |176811     |N |31 |36 |8.52  |W |103 |16 |25.59 |HISPANIC OUTREACH MINISTRY, INC.                                            |   0.00 km |   0.00 mi |  0.00 deg |913.   m|913.0  m|-         |-       |1005321 |70.    m|1215202   |
|KOGC        |88.3  MHz |FM |202 |ND  |-                   |A  |-  |LIC    |WHEELER                  |TX |US |BLED   -20090306ACX |0.1    kW |0.     kW |104.0   |0.0     |174505     |N |35 |25 |57.00 |W |100 |16 |31.00 |TOP O' TEXAS ED B/CASTING FOUNDATION                                        |   0.00 km |   0.00 mi |  0.00 deg |849.   m|0.0    m|-         |-       |1059770 |67.    m|1299126   |
|KRAF        |88.3  MHz |FM |202 |ND  |-                   |A  |-  |LIC    |FORT STOCKTON            |TX |US |BLED   -20091116AAJ |0.3    kW |0.3    kW |-4.5    |-4.5    |176870     |N |30 |52 |38.58 |W |102 |52 |2.11  |CHRISTIAN TELEVISION RADIO MINISTRY                                         |   0.00 km |   0.00 mi |  0.00 deg |918.   m|918.0  m|-         |-       |-       |13.    m|1341930   |
|K202EA      |88.3  MHz |FX |202 |ND  |-                   |D  |-  |LIC    |LOCKHART                 |TX |US |BLFT   -20100219ABE |0.25   kW |0.25   kW |70.0    |0.0     |78194      |N |29 |53 |28.30 |W |97  |39 |44.20 |HOUSTON CHRISTIAN BROADCASTERS, INC.                                        |   0.00 km |   0.00 mi |  0.00 deg |221.   m|221.0  m|97906     |-       |1059907 |60.    m|1357471   |
|KIFR        |88.3  MHz |FM |202 |DA  |-                   |C3 |-  |LIC    |ALICE                    |TX |US |BLED   -20100428AFQ |0.     kW |23.    kW |0.0     |89.0    |91097      |N |27 |45 |8.00  |W |98  |7  |55.00 |FAMILY STATIONS, INC.                                                       |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|183.   m|97851     |0.      |1051014 |107.   m|1365792   |
|KYZQ        |88.3  MHz |FM |202 |ND  |-                   |A  |-  |LIC    |MOUNT PLEASANT           |TX |US |BLED   -20110228ABE |2.2    kW |2.2    kW |63.0    |63.0    |121233     |N |33 |10 |10.00 |W |94  |57 |48.00 |SOUTH CENTRAL OKLAHOMA CHRISTIAN BROADCASTING INC                           |   0.00 km |   0.00 mi |  0.00 deg |177.   m|177.0  m|-         |-       |-       |50.    m|1419136   |
|KPAC        |88.3  MHz |FM |202 |ND  |-                   |C1 |-  |LIC    |SAN ANTONIO              |TX |US |BLED   -20120423ABO |69.    kW |69.    kW |240.0   |240.0   |65335      |N |29 |31 |25.00 |W |98  |43 |25.00 |TEXAS PUBLIC RADIO                                                          |   0.00 km |   0.00 mi |  0.00 deg |552.   m|552.0  m|-         |-       |1051212 |272.   m|1496764   |
|KRTG        |88.3  MHz |FM |202 |ND  |-                   |C3 |-  |LIC    |CARTHAGE                 |TX |US |BLED   -20121109ACA |14.    kW |14.    kW |135.0   |135.0   |173351     |N |31 |50 |39.60 |W |94  |20 |44.10 |HOUSTON CHRISTIAN BROADCASTERS, INC.                                        |   0.00 km |   0.00 mi |  0.00 deg |238.9  m|238.9  m|-         |-       |-       |51.5   m|1524113   |
|K202AF      |88.3  MHz |FX |202 |DA  |-                   |D  |-  |LIC    |RANDOLPH, ETC.           |UT |US |BLFT   -19821102II  |0.02   kW |0.     kW |339.0   |0.0     |69289      |N |41 |37 |31.00 |W |111 |7  |23.00 |UNIVERSITY OF UTAH                                                          |   0.00 km |   0.00 mi |  0.00 deg |2363.  m|0.0    m|13509     |0.      |-       |0.     m|48742     |
|K202AD      |88.3  MHz |FX |202 |DA  |-                   |D  |-  |LIC    |ORANGEVILLE, ETC.        |UT |US |BLFT   -19821102IJ  |0.     kW |0.019  kW |405.0   |0.0     |69162      |N |39 |13 |40.00 |W |111 |8  |46.00 |UNIVERSITY OF UTAH                                                          |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|2573.  m|16164     |90.     |-       |0.     m|48743     |
|K202AW      |88.3  MHz |FX |202 |DA  |-                   |D  |-  |LIC    |CEDAR CITY               |UT |US |BLFT   -19971201TA  |0.009  kW |0.009  kW |429.0   |0.0     |69147      |N |37 |38 |18.00 |W |113 |1  |52.00 |UNIVERSITY OF UTAH                                                          |   0.00 km |   0.00 mi |  0.00 deg |2676.0 m|2678.  m|16125     |302.    |-       |8.     m|258334    |
|KCPW-FM     |88.3  MHz |FM |202 |DA  |-                   |A  |-  |LIC    |SALT LAKE CITY           |UT |US |BLED   -20000724AAG |2.35   kW |2.35   kW |-61.0   |-61.0   |13481      |N |40 |45 |48.00 |W |111 |53 |23.00 |WASATCH PUBLIC MEDIA                                                        |   0.00 km |   0.00 mi |  0.00 deg |1437.  m|1437.0 m|15705     |0.      |1062659 |133.   m|508813    |
|K202CC      |88.3  MHz |FX |202 |DA  |-                   |D  |-  |LIC    |PROVO                    |UT |US |BLFT   -20001109AAW |0.     kW |0.01   kW |649.0   |0.0     |77062      |N |40 |5  |27.00 |W |111 |49 |19.00 |CALVARY CHAPEL OF TWIN FALLS, INC.                                          |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|2073.  m|16130     |85.     |-       |10.    m|534798    |
|K202CC      |88.3  MHz |FX |202 |DA  |-                   |D  |-  |CP     |PROVO                    |UT |US |BPFT   -20120222ABF |0.     kW |0.08   kW |0.0     |0.0     |77062      |N |40 |5  |26.00 |W |111 |49 |17.00 |CALVARY CHAPEL OF TWIN FALLS, INC.                                          |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|2090.  m|16130     |85.     |-       |11.    m|1488790   |
|K201FT      |88.3  MHz |FX |202 |ND  |-                   |D  |-  |CP     |WELLSVILLE               |UT |US |BPFT   -20130225ADR |0.019  kW |0.019  kW |0.0     |0.0     |93021      |N |41 |36 |41.00 |W |111 |57 |5.00  |CALVARY CHAPEL OF TWIN FALLS, INC.                                          |   0.00 km |   0.00 mi |  0.00 deg |1741.  m|1741.0 m|111843    |-       |-       |5.     m|1542765   |
|K201FT      |88.3  MHz |FX |202 |ND  |-                   |D  |-  |APP    |WELLSVILLE               |UT |US |BMPFT  -20130403AAC |0.019  kW |0.019  kW |0.0     |0.0     |93021      |N |41 |36 |41.00 |W |111 |57 |5.00  |CALVARY CHAPEL OF TWIN FALLS, INC.                                          |   0.00 km |   0.00 mi |  0.00 deg |1734.  m|1734.0 m|112997    |-       |-       |9.     m|1549317   |
|WNUB-FM     |88.3  MHz |FM |202 |ND  |-                   |A  |-  |LIC    |NORTHFIELD               |VT |US |BMLED  -20130107AAA |0.285  kW |0.285  kW |-118.0  |-118.0  |66513      |N |44 |8  |32.00 |W |72  |39 |31.00 |THE TRUSTEES OF THE NORWICH UNIVERSITY                                      |   0.00 km |   0.00 mi |  0.00 deg |283.   m|283.0  m|-         |-       |-       |22.    m|1535857   |
|WOTC        |88.3  MHz |FM |202 |ND  |-                   |A  |-  |LIC    |EDINBURG                 |VA |US |BMLED  -20100325AAA |1.     kW |1.     kW |123.0   |123.0   |69673      |N |38 |48 |13.00 |W |78  |41 |21.00 |VALLEY BAPTIST CHURCH - CHRISTIAN SCHOOL                                    |   0.00 km |   0.00 mi |  0.00 deg |545.   m|545.0  m|-         |-       |-       |32.    m|1361306   |
|WOTC        |88.3  MHz |FM |202 |ND  |-                   |A  |-  |CP     |EDINBURG                 |VA |US |BPED   -20100325AAB |1.     kW |1.     kW |123.0   |123.0   |69673      |N |38 |48 |14.19 |W |78  |41 |20.03 |VALLEY BAPTIST CHURCH - CHRISTIAN SCHOOL                                    |   0.00 km |   0.00 mi |  0.00 deg |545.   m|545.0  m|-         |-       |-       |32.    m|1361310   |
|WRVL        |88.3  MHz |FS |202 |ND  |-                   |C1 |-  |LIC    |LYNCHBURG                |VA |US |BXLED  -20110103ACT |34.    kW |34.    kW |305.0   |305.0   |37249      |N |37 |11 |50.00 |W |79  |21 |7.00  |LIBERTY UNIVERSITY, INC.                                                    |   0.00 km |   0.00 mi |  0.00 deg |530.   m|530.0  m|-         |-       |1020716 |124.   m|1413060   |
|WRVL        |88.3  MHz |FM |202 |DA  |-                   |C1 |-  |LIC    |LYNCHBURG                |VA |US |BLED   -20110228AAI |50.    kW |42.    kW |330.0   |330.0   |37249      |N |37 |11 |50.00 |W |79  |21 |7.00  |LIBERTY UNIVERSITY, INC.                                                    |   0.00 km |   0.00 mi |  0.00 deg |565.   m|565.0  m|101409    |0.      |1020716 |160.   m|1415540   |
|WQIQ        |88.3  MHz |FM |202 |DA  |-                   |A  |-  |LIC    |SPOTSYLVANIA             |VA |US |BLED   -20120927AEV |3.5    kW |3.5    kW |120.0   |120.0   |172441     |N |38 |7  |47.00 |W |77  |42 |55.00 |VIRGINIA TECH FOUNDATION, INC.                                              |   0.00 km |   0.00 mi |  0.00 deg |211.   m|211.0  m|109932    |0.      |1064901 |97.5   m|1517120   |
|KMLW        |88.3  MHz |FM |202 |ND  |-                   |C3 |-  |LIC    |MOSES LAKE               |WA |US |BLED   -19970512KC  |4.     kW |4.     kW |207.0   |207.0   |43702      |N |46 |56 |31.00 |W |119 |25 |41.00 |THE MOODY BIBLE INSTITUTE OF CHICAGO                                        |   0.00 km |   0.00 mi |  0.00 deg |527.   m|527.0  m|-         |-       |-       |23.    m|246019    |
|K202DV      |88.3  MHz |FX |202 |DA  |-                   |D  |-  |LIC    |BELLINGHAM               |WA |US |BLFT   -20081029ADG |0.007  kW |0.007  kW |326.7   |0.0     |92023      |N |48 |46 |57.00 |W |122 |22 |5.00  |CALVARY CHAPEL OF TWIN FALLS, INC.                                          |   0.00 km |   0.00 mi |  0.00 deg |510.   m|510.0  m|16125     |230.0   |1250131 |43.    m|1275665   |
|KSBC        |88.3  MHz |FM |202 |ND  |-                   |A  |-  |LIC    |NILE                     |WA |US |BLED   -20090723ADF |0.2    kW |0.2    kW |-349.0  |-349.0  |83463      |N |46 |50 |2.00  |W |120 |56 |13.00 |TEMPLO PENTECOSTES MONTE DE SION                                            |   0.00 km |   0.00 mi |  0.00 deg |690.   m|690.0  m|-         |-       |-       |7.     m|1324567   |
|K202DS      |88.3  MHz |FX |202 |DA  |-                   |D  |-  |LIC    |PORT ANGELES             |WA |US |BLFT   -20111102ADK |0.     kW |0.045  kW |0.0     |0.0     |91288      |N |48 |6  |19.00 |W |123 |28 |18.00 |CALVARY CHAPEL OF TWIN FALLS, INC.                                          |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|144.   m|16130     |105.0   |1280469 |18.    m|1457116   |
|KHNW        |88.3  MHz |FM |202 |DA  |-                   |A  |-  |LIC    |MANSON                   |WA |US |BLED   -20120319ABC |0.34   kW |0.34   kW |166.0   |166.0   |172300     |N |47 |51 |16.00 |W |120 |9  |59.00 |WASHINGTON STATE UNIVERSITY                                                 |   0.00 km |   0.00 mi |  0.00 deg |910.   m|910.0  m|108243    |25.     |-       |20.    m|1491664   |
|K202ED      |88.3  MHz |FX |202 |DA  |-                   |D  |-  |LIC    |MOUNT VERNON             |WA |US |BMLFT  -20130312AAY |0.     kW |0.0045 kW |0.0     |373.2   |86755      |N |48 |22 |3.00  |W |122 |16 |55.00 |CALVARY CHAPEL OF TWIN FALLS, INC.                                          |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|512.   m|89869     |0.      |1248540 |37.    m|1545201   |
|WHWC        |88.3  MHz |FM |202 |DA  |-                   |C1 |-  |LIC    |MENOMONIE                |WI |US |BLED   -19980904KB  |71.    kW |71.    kW |320.0   |320.0   |63078      |N |45 |2  |49.00 |W |91  |51 |47.00 |STATE OF WISCONSIN - EDUCATIONAL COMMUNICATIONS BOARD                       |   0.00 km |   0.00 mi |  0.00 deg |625.   m|625.0  m|15406     |0.      |1035227 |327.   m|273617    |
|WHWC        |88.3  MHz |FM |202 |DA  |-                   |C1 |-  |CP     |MENOMONIE                |WI |US |BPED   -20110711ABN |71.    kW |71.    kW |319.0   |319.0   |63078      |N |45 |2  |49.00 |W |91  |51 |47.00 |STATE OF WISCONSIN - EDUCATIONAL COMMUNICATIONS BOARD                       |   0.00 km |   0.00 mi |  0.00 deg |625.   m|625.0  m|105748    |0.      |1035227 |327.   m|1428121   |
|W255AC      |88.3  MHz |FX |202 |ND  |-                   |D  |-  |CP     |SHEBOYGAN                |WI |US |BPFT   -20120820ABT |0.038  kW |0.038  kW |0.0     |0.0     |20618      |N |43 |45 |55.00 |W |87  |45 |59.00 |BETHESDA CHRISTIAN BROADCASTING                                             |   0.00 km |   0.00 mi |  0.00 deg |262.   m|262.0  m|110252    |-       |1034708 |49.    m|1512141   |
|WHWC        |88.3  MHz |FS |202 |ND  |-                   |C1 |-  |LIC    |MENOMONIE                |WI |US |BXLED  -20121005AAC |7.6    kW |7.6    kW |297.0   |297.0   |63078      |N |45 |2  |49.00 |W |91  |51 |47.00 |STATE OF WISCONSIN - EDUCATIONAL COMMUNICATIONS BOARD                       |   0.00 km |   0.00 mi |  0.00 deg |603.   m|603.0  m|-         |-       |1035227 |305.   m|1519544   |
|KKRR        |88.3  MHz |FM |202 |ND  |-                   |C3 |-  |LIC    |CASPER                   |WY |US |BLED   -20080822AAC |0.     kW |0.5    kW |0.0     |526.0   |92997      |N |42 |44 |26.00 |W |106 |21 |34.00 |WCN, INC.                                                                   |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|2464.  m|-         |-       |-       |20.    m|1263232   |
|KMLT        |88.3  MHz |FM |202 |ND  |-                   |A  |-  |LIC    |JACKSON                  |WY |US |BLED   -20110901ACJ |0.3    kW |0.3    kW |286.0   |286.0   |92472      |N |43 |27 |43.00 |W |110 |45 |12.00 |EDUCATIONAL MEDIA FOUNDATION                                                |   0.00 km |   0.00 mi |  0.00 deg |2436.  m|2436.0 m|-         |-       |-       |9.     m|1442563   |
|KPMD        |88.3  MHz |FM |202 |ND  |-                   |C3 |-  |CP     |EVANSTON                 |WY |US |BPED   -20130219AAD |0.385  kW |0.385  kW |463.0   |463.0   |94097      |N |41 |21 |12.20 |W |110 |54 |29.00 |WESTERN INSPIRATIONAL BROADCASTERS, INC.                                    |   0.00 km |   0.00 mi |  0.00 deg |2633.  m|2633.0 m|-         |-       |-       |16.    m|1541570   |
|C202LP      |88.3  MHz |FX |202 |ND  |-                   |D  |-  |SOPER  |RED ROCK CANYON          |AB |CA |-      --           |0.039  kW |0.     kW |-222.0  |0.0     |95025      |N |49 |5  |54.00 |W |113 |56 |40.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |0.     m|0.0    m|-         |-       |-       |0.     m|291342    |
|-           |88.3  MHz |FR |202 |ND  |-                   |A1 |-  |ADD    |LETHBRIDGE               |AB |CA |-      --           |-      kW |-      kW |-       |-       |-1         |N |49 |40 |42.00 |W |112 |51 |50.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|676822    |
|-           |88.3  MHz |FA |202 |ND  |-                   |A  |-  |VAC    |CRAWFORD BAY             |BC |CA |-      --           |-      kW |-      kW |-       |-       |96697      |N |49 |38 |54.00 |W |116 |50 |53.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|300582    |
|-           |88.3  MHz |FA |202 |ND  |-                   |A  |-  |VAC    |SHALALTH                 |BC |CA |-      --           |-      kW |-      kW |-       |-       |96717      |N |50 |43 |25.00 |W |122 |15 |36.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|300631    |
|-           |88.3  MHz |FA |202 |ND  |-                   |A  |-  |DEL    |LAC DU BONNET            |MB |CA |-      --           |-      kW |-      kW |-       |-       |94778      |N |50 |15 |6.00  |W |95  |57 |25.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|290168    |
|CIKX-FM-1   |88.3  MHz |FM |202 |ND  |-                   |D  |-  |USE    |PLASTER ROCK             |NB |CA |-      --           |0.05   kW |0.     kW |17.0    |0.0     |172377     |N |46 |53 |39.00 |W |67  |23 |48.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |167.   m|0.0    m|-         |-       |-       |0.     m|1203149   |
|-           |88.3  MHz |FA |202 |ND  |-                   |A  |-  |VAC    |TRURO                    |NS |CA |-      --           |-      kW |-      kW |-       |-       |96736      |N |45 |27 |20.00 |W |63  |18 |0.00  |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|300705    |
|-           |88.3  MHz |FR |202 |ND  |-                   |A  |-  |VAC    |WOLFVILLE                |NS |CA |-      --           |-      kW |-      kW |-       |-       |-1         |N |45 |11 |58.00 |W |64  |24 |33.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|1243630   |
|CBLJFM      |88.3  MHz |FM |202 |ND  |-                   |B  |-  |OPER   |WAWA                     |ON |CA |-      --           |50.    kW |50.    kW |122.0   |122.0   |94280      |N |48 |1  |13.00 |W |84  |45 |0.00  |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |0.     m|0.0    m|-         |-       |-       |0.     m|288573    |
|-           |88.3  MHz |FA |202 |ND  |-                   |C1 |-  |VAC    |BANCROFT                 |ON |CA |-      --           |-      kW |-      kW |-       |-       |96742      |N |45 |3  |14.00 |W |77  |54 |0.00  |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|300726    |
|CJIQ-FM     |88.3  MHz |FA |202 |ND  |-                   |B  |-  |OPER   |PARIS                    |ON |CA |-      --           |-      kW |-      kW |-       |-       |96797      |N |43 |15 |39.00 |W |80  |26 |39.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|300872    |
|-           |88.3  MHz |FA |202 |ND  |-                   |B  |-  |USE    |THUNDER BAY              |ON |CA |-      --           |-      kW |-      kW |-       |-       |-1         |N |48 |33 |2.00  |W |89  |13 |25.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|1238125   |
