
|WYOR        |88.5  MHz |FM |203 |ND  |-                   |A  |-  |LIC    |REPUBLIC                 |OH |US |BLED   -20120103ACT |0.1    kW |0.1    kW |32.0    |32.0    |174213     |N |41 |6  |32.00 |W |83  |0  |11.00 |SMILE FM                                                                    |   0.00 km |   0.00 mi |  0.00 deg |291.   m|291.0  m|-         |-       |-       |14.    m|1481951   |
|WYSU        |88.5  MHz |FS |203 |ND  |-                   |B  |-  |CP     |YOUNGSTOWN               |OH |US |BXPED  -20121022AAW |2.25   kW |2.25   kW |40.4    |40.4    |74434      |N |41 |6  |33.00 |W |80  |39 |2.50  |YOUNGSTOWN STATE UNIVERSITY                                                 |   0.00 km |   0.00 mi |  0.00 deg |353.   m|353.0  m|-         |-       |-       |55.    m|1496271   |
|WKEN        |88.5  MHz |FM |203 |ND  |-                   |A  |-  |LIC    |KENTON                   |OH |US |BLED   -20120504ADB |0.65   kW |0.65   kW |59.0    |59.0    |174814     |N |40 |40 |25.00 |W |83  |36 |32.00 |SOARING EAGLE PROMOTIONS, INC.                                              |   0.00 km |   0.00 mi |  0.00 deg |351.   m|351.0  m|-         |-       |1010141 |61.    m|1498836   |
|KTKL        |88.5  MHz |FM |203 |DA  |-                   |C2 |-  |LIC    |STIGLER                  |OK |US |BLED   -20030116ABD |0.001  kW |22.    kW |146.0   |196.0   |106473     |N |35 |8  |30.00 |W |95  |21 |20.00 |EDUCATIONAL MEDIA FOUNDATION                                                |   0.00 km |   0.00 mi |  0.00 deg |367.0  m|417.   m|42395     |0.      |1063890 |66.    m|634459    |
|KZTH        |88.5  MHz |FM |203 |ND  |-                   |C1 |-  |LIC    |PIEDMONT                 |OK |US |BLED   -20090708ADW |50.    kW |50.    kW |182.0   |182.0   |83880      |N |35 |31 |17.00 |W |98  |9  |33.00 |THE LOVE STATION, INC.                                                      |   0.00 km |   0.00 mi |  0.00 deg |620.   m|620.0  m|-         |-       |1261212 |142.   m|1320720   |
|K203FE      |88.5  MHz |FX |203 |DA  |-                   |D  |-  |LIC    |TAHLEQUAH                |OK |US |BLFT   -20110725AGA |0.     kW |0.115  kW |0.0     |121.0   |43694      |N |35 |59 |18.70 |W |94  |56 |19.20 |THE MOODY BIBLE INSTITUTE OF CHICAGO                                        |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|399.   m|103705    |0.      |1058791 |77.    m|1437005   |
|K203FF      |88.5  MHz |FX |203 |ND  |-                   |D  |-  |LIC    |GUYMON                   |OK |US |BLFT   -20110805AAT |0.115  kW |0.115  kW |116.0   |0.0     |33384      |N |36 |45 |52.10 |W |101 |12 |32.20 |JOHN MULHERN                                                                |   0.00 km |   0.00 mi |  0.00 deg |1001.  m|1001.0 m|103836    |-       |1215938 |105.   m|1438737   |
|KSBA        |88.5  MHz |FM |203 |ND  |-                   |A  |-  |LIC    |COOS BAY                 |OR |US |BLED   -19881205KD  |2.2    kW |2.2    kW |162.0   |162.0   |50616      |N |43 |23 |26.00 |W |124 |7  |46.00 |OREGON ST BOARD OF HIGHER ED FOR THE UNIV OF OREGON                         |   0.00 km |   0.00 mi |  0.00 deg |290.   m|290.0  m|-         |-       |1061120 |27.    m|121472    |
|K203BE      |88.5  MHz |FX |203 |DA  |-                   |D  |-  |LIC    |ROSEBURG                 |OR |US |BLFT   -19891227TA  |0.023  kW |0.092  kW |103.0   |0.0     |36511      |N |43 |12 |22.00 |W |123 |21 |56.00 |FAMILY STATIONS, INC.                                                       |   0.00 km |   0.00 mi |  0.00 deg |368.   m|368.0  m|14049     |0.      |-       |0.     m|138280    |
|K203CI      |88.5  MHz |FX |203 |ND  |-                   |D  |-  |LIC    |CAVE JUNCTION            |OR |US |BLFT   -19971126TJ  |0.     kW |0.01   kW |0.0     |560.0   |82428      |N |42 |15 |31.00 |W |123 |39 |43.00 |FAMILY STATIONS, INC.                                                       |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|1235.  m|-         |-       |-       |15.    m|257753    |
|KLRF        |88.5  MHz |FM |203 |ND  |-                   |C2 |-  |LIC    |MILTON-FREEWATER         |OR |US |BLED   -20001220ABZ |7.4    kW |7.4    kW |251.0   |251.0   |37455      |N |45 |48 |12.00 |W |118 |13 |59.00 |STATELINE SEVENTH-DAY ADVENTIST CHURCH                                      |   0.00 km |   0.00 mi |  0.00 deg |1239.  m|1239.0 m|-         |-       |1217713 |56.    m|542997    |
|KLMF        |88.5  MHz |FM |203 |ND  |-                   |A  |-  |LIC    |KLAMATH FALLS            |OR |US |BLED   -20021011ABV |0.095  kW |0.095  kW |659.0   |659.0   |83854      |N |42 |5  |50.00 |W |121 |37 |59.00 |OREGON ST BOARD OF HIGHER ED FOR THE UNIV OF OREGON                         |   0.00 km |   0.00 mi |  0.00 deg |1995.  m|1995.0 m|-         |-       |-       |34.    m|614882    |
|KAVE        |88.5  MHz |FM |203 |ND  |-                   |A  |-  |LIC    |OAKRIDGE                 |OR |US |BLED   -20040220AAO |0.4    kW |0.     kW |-392.0  |-392.0  |132574     |N |43 |44 |27.00 |W |122 |26 |50.00 |LANE COUNTY SCHOOL DISTRICT 4J                                              |   0.00 km |   0.00 mi |  0.00 deg |399.   m|399.0  m|-         |-       |-       |18.    m|978206    |
|K203CW      |88.5  MHz |FX |203 |ND  |-                   |D  |-  |LIC    |BURNS                    |OR |US |BLFT   -20050711AAW |0.     kW |0.019  kW |0.0     |271.1   |92111      |N |43 |34 |23.00 |W |119 |7  |50.00 |CALVARY CHAPEL OF TWIN FALLS, INC.                                          |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|1634.  m|69944     |-       |-       |12.    m|1072176   |
|KAIK        |88.5  MHz |FM |203 |ND  |-                   |A  |-  |LIC    |TILLAMOOK                |OR |US |BMLED  -20060428ACI |0.     kW |0.06   kW |0.0     |389.0   |121862     |N |45 |27 |59.00 |W |123 |55 |11.00 |EDUCATIONAL MEDIA FOUNDATION                                                |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|463.   m|-         |-       |1018405 |31.9   m|1127824   |
|K203DY      |88.5  MHz |FX |203 |ND  |-                   |D  |-  |LIC    |BAKER CITY               |OR |US |BLFT   -20070319AAF |0.013  kW |0.013  kW |208.8   |0.0     |88518      |N |44 |45 |57.00 |W |117 |52 |54.00 |CALVARY CHAPEL OF TWIN FALLS, INC.                                          |   0.00 km |   0.00 mi |  0.00 deg |1470.  m|1470.0 m|75325     |-       |-       |5.     m|1177254   |
|KWRX        |88.5  MHz |FM |203 |DA  |-                   |C2 |-  |LIC    |REDMOND                  |OR |US |BLED   -20070613ACV |0.95   kW |0.95   kW |670.0   |670.0   |90887      |N |44 |26 |14.00 |W |120 |57 |12.00 |OREGON ST BD OF HIGHER ED FOR THE UNIVERSITY OF OREGON                      |   0.00 km |   0.00 mi |  0.00 deg |1729.  m|1729.0 m|76707     |0.      |-       |21.    m|1188201   |
|KPIJ        |88.5  MHz |FM |203 |DA  |-                   |C2 |-  |LIC    |JUNCTION CITY            |OR |US |BLED   -20080626ABB |0.55   kW |0.55   kW |705.2   |705.2   |92491      |N |44 |16 |44.00 |W |123 |35 |38.00 |CALVARY CHAPEL OF TWIN FALLS, INC.                                          |   0.00 km |   0.00 mi |  0.00 deg |1041.  m|1041.0 m|86518     |0.      |1258804 |32.    m|1252358   |
|KMUZ        |88.5  MHz |FM |203 |DA  |-                   |A  |-  |LIC    |TURNER                   |OR |US |BLED   -20111129ABU |0.032  kW |0.032  kW |242.0   |242.0   |172599     |N |44 |47 |0.00  |W |122 |59 |44.00 |WILLAMETTE INFORMATION, NEWS, AND ENTERTAINMENT SERVICE                     |   0.00 km |   0.00 mi |  0.00 deg |352.   m|352.0  m|107288    |0.      |-       |26.    m|1473062   |
|K219FJ      |88.5  MHz |FX |203 |ND  |-                   |D  |-  |APP    |GLENEDEN BEACH           |OR |US |BPFT   -20121101AAT |0.175  kW |0.175  kW |0.0     |0.0     |50615      |N |44 |53 |8.00  |W |124 |0  |51.00 |OREGON PUBLIC BROADCASTING                                                  |   0.00 km |   0.00 mi |  0.00 deg |113.   m|113.0  m|111374    |-       |-       |26.    m|1534738   |
|WXPN        |88.5  MHz |FM |203 |ND  |-                   |B  |-  |LIC    |PHILADELPHIA             |PA |US |BLED   -19970613KB  |5.     kW |5.     kW |280.0   |280.0   |68229      |N |40 |2  |36.00 |W |75  |14 |33.00 |THE TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA                              |   0.00 km |   0.00 mi |  0.00 deg |349.   m|349.0  m|-         |-       |1035183 |273.   m|248666    |
|WYFU        |88.5  MHz |FM |203 |DA  |-                   |B1 |-  |LIC    |MASONTOWN                |PA |US |BLED   -19980520KB  |0.     kW |16.    kW |0.0     |100.0   |81152      |N |39 |47 |15.00 |W |79  |59 |20.00 |BIBLE BROADCASTING NETWORK, INC.                                            |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|433.   m|14944     |0.      |-       |43.    m|267263    |
|WMCE-FM     |88.5  MHz |FM |203 |ND  |-                   |A  |-  |LIC    |ERIE                     |PA |US |BLED   -20040506AAK |0.75   kW |0.75   kW |152.0   |152.0   |41215      |N |42 |5  |25.00 |W |79  |56 |37.00 |MERCYHURST COLLEGE                                                          |   0.00 km |   0.00 mi |  0.00 deg |507.   m|507.0  m|-         |-       |1026680 |61.    m|991687    |
|WMCE-FM     |88.5  MHz |FS |203 |ND  |-                   |A  |-  |LIC    |ERIE                     |PA |US |BXLED  -20050512ACF |0.5    kW |0.5    kW |0.0     |0.0     |41215      |N |42 |5  |37.00 |W |80  |3  |23.00 |MERCYHURST COLLEGE                                                          |   0.00 km |   0.00 mi |  0.00 deg |289.7  m|289.7  m|-         |-       |-       |10.    m|1116186   |
|WKHW        |88.5  MHz |FM |203 |DA  |-                   |A  |-  |LIC    |HALIFAX                  |PA |US |BLED   -20080821ADY |1.4    kW |1.4    kW |108.0   |108.0   |91925      |N |40 |27 |26.00 |W |76  |54 |13.00 |EDUCATIONAL MEDIA FOUNDATION                                                |   0.00 km |   0.00 mi |  0.00 deg |308.   m|308.0  m|83861     |0.      |1057211 |56.    m|1263217   |
|WYYR        |88.5  MHz |FM |203 |DA  |-                   |A  |-  |CP     |SCANDIA                  |PA |US |BNPED  -20071019AZE |0.012  kW |0.012  kW |148.0   |148.0   |175867     |N |41 |54 |9.00  |W |79  |2  |5.00  |MUNCY HILLS BROADCASTING, INC.                                              |   0.00 km |   0.00 mi |  0.00 deg |659.   m|659.0  m|97526     |0.      |1031063 |14.7   m|1350147   |
|WYVL        |88.5  MHz |FM |203 |ND  |-                   |A  |-  |LIC    |YOUNGSVILLE              |PA |US |BLED   -20100720AXB |0.1    kW |0.1    kW |-100.0  |-100.0  |89403      |N |41 |51 |2.00  |W |79  |18 |55.00 |CALVARY CHAPEL OF RUSSELL                                                   |   0.00 km |   0.00 mi |  0.00 deg |379.5  m|379.5  m|-         |-       |-       |13.7   m|1391668   |
|WYFU        |88.5  MHz |FM |203 |DA  |-                   |B1 |-  |CP     |MASONTOWN                |PA |US |BPED   -20101001AAS |16.    kW |16.    kW |106.0   |106.0   |81152      |N |39 |47 |13.00 |W |79  |59 |23.00 |BIBLE BROADCASTING NETWORK, INC.                                            |   0.00 km |   0.00 mi |  0.00 deg |439.   m|439.0  m|102410    |0.      |-       |43.    m|1401126   |
|WXPN        |88.5  MHz |FM |203 |ND  |-                   |B  |-  |CP     |PHILADELPHIA             |PA |US |BPED   -20110316ACK |3.2    kW |3.2    kW |336.0   |336.0   |68229      |N |40 |2  |36.00 |W |75  |14 |33.00 |THE TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA                              |   0.00 km |   0.00 mi |  0.00 deg |405.   m|405.0  m|-         |-       |1035183 |329.   m|1420676   |
|WXPI        |88.5  MHz |FM |203 |ND  |-                   |A  |-  |LIC    |JERSEY SHORE             |PA |US |BLED   -20110531AFX |0.095  kW |0.095  kW |31.5    |31.5    |175293     |N |41 |14 |0.00  |W |77  |12 |10.00 |THE WILLIAMSPORT GUARDIAN, INC.                                             |   0.00 km |   0.00 mi |  0.00 deg |356.6  m|356.6  m|-         |-       |1027327 |57.9   m|1430067   |
|WRKC        |88.5  MHz |FM |203 |DA  |-                   |A  |-  |LIC    |WILKES-BARRE             |PA |US |BLED   -20111026ABA |1.5    kW |1.5    kW |-140.0  |-140.0  |34899      |N |41 |14 |56.00 |W |75  |52 |45.00 |KINGS COLLEGE                                                               |   0.00 km |   0.00 mi |  0.00 deg |220.4  m|220.4  m|103663    |0.      |1274058 |52.4   m|1442814   |
|WXPI        |88.5  MHz |FM |203 |DA  |-                   |A  |-  |CP     |JERSEY SHORE             |PA |US |BPED   -20120523AFY |3.     kW |3.     kW |31.5    |31.5    |175293     |N |41 |14 |0.00  |W |77  |12 |10.00 |THE WILLIAMSPORT GUARDIAN, INC.                                             |   0.00 km |   0.00 mi |  0.00 deg |356.6  m|356.6  m|109405    |0.      |1027327 |57.9   m|1497357   |
|WRQV        |88.5  MHz |FM |203 |ND  |-                   |B  |-  |APP    |MAHAFFEY                 |PA |US |BPED   -20130227AAI |8.4    kW |8.4    kW |204.0   |204.0   |175421     |N |40 |47 |50.00 |W |78  |58 |25.00 |INVISIBLE ALLIES MINISTRIES                                                 |   0.00 km |   0.00 mi |  0.00 deg |671.   m|671.0  m|-         |-       |1213362 |46.    m|1544142   |
|WLUZ        |88.5  MHz |FM |203 |ND  |-                   |A  |-  |LIC    |LEVITTOWN                |PR |US |BLED   -20060505ACP |0.     kW |0.1    kW |0.0     |20.9    |11620      |N |18 |26 |55.00 |W |66  |10 |26.00 |LA GIGANTE SIEMBRA INC.                                                     |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|62.    m|-         |-       |1238893 |60.    m|1128937   |
|NEW         |88.5  MHz |FM |203 |DA  |-                   |B  |-  |APP    |VIEQUES                  |PR |US |BNPED  -20071019AZH |0.     kW |50.    kW |0.0     |152.0   |173116     |N |18 |19 |18.60 |W |65  |17 |59.40 |VIEQUES YOUTH LEADERSHIP INITIATIVE, INC.                                   |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|153.6  m|82352     |0.      |1223162 |36.6   m|1208023   |
|WFCH        |88.5  MHz |FM |203 |ND  |-                   |C2 |-  |LIC    |CHARLESTON               |SC |US |BLED   -19861217KA  |29.5   kW |29.5   kW |93.0    |93.0    |20853      |N |32 |49 |4.00  |W |79  |50 |8.00  |FAMILY STATIONS, INC.                                                       |   0.00 km |   0.00 mi |  0.00 deg |96.    m|96.0   m|-         |-       |-       |91.    m|96136     |
|WEPC        |88.5  MHz |FM |203 |DA  |-                   |C2 |-  |LIC    |BELTON                   |SC |US |BLED   -19940509KA  |50.    kW |50.    kW |91.0    |91.0    |67212      |N |34 |23 |43.00 |W |82  |29 |49.00 |TOCCOA FALLS COLLEGE                                                        |   0.00 km |   0.00 mi |  0.00 deg |308.   m|308.0  m|14314     |0.      |1059607 |79.    m|199091    |
|WYFV        |88.5  MHz |FM |203 |DA  |-                   |C2 |-  |LIC    |CAYCE                    |SC |US |BLED   -20060310ACX |50.    kW |50.    kW |52.0    |52.0    |5101       |N |33 |54 |32.00 |W |81  |5  |57.00 |BIBLE BROADCASTING NETWORK, INC.                                            |   0.00 km |   0.00 mi |  0.00 deg |132.1  m|132.1  m|69049     |0.      |1228692 |37.    m|1117259   |
|W203BG      |88.5  MHz |FX |203 |DA  |-                   |D  |-  |LIC    |CONWAY                   |SC |US |BLFT   -20060313AAT |0.     kW |0.07   kW |0.0     |30.2    |12403      |N |33 |52 |23.00 |W |78  |57 |7.00  |CALVARY CHAPEL OF TWIN FALLS, INC.                                          |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|40.    m|71753     |255.    |1045066 |30.    m|1117418   |
|W203BQ      |88.5  MHz |FX |203 |ND  |-                   |D  |-  |LIC    |WALTERBORO               |SC |US |BLFT   -20080225AGV |0.03   kW |0.03   kW |28.0    |0.0     |154665     |N |32 |53 |47.80 |W |80  |40 |24.60 |RADIO TRAINING NETWORK, INC.                                                |   0.00 km |   0.00 mi |  0.00 deg |43.    m|43.0   m|84510     |-       |-       |25.    m|1236019   |
|K203BN      |88.5  MHz |FX |203 |DA  |-                   |D  |-  |LIC    |PRINGLE                  |SD |US |BLFT   -19920827TB  |0.047  kW |0.     kW |407.0   |0.0     |62403      |N |43 |44 |43.00 |W |103 |28 |50.00 |SOUTH DAKOTA BOARD OF DIRECTORS FOR ED TELECOMMUNICATIONS                   |   0.00 km |   0.00 mi |  0.00 deg |1930.  m|0.0    m|14324     |0.      |-       |0.     m|176489    |
|WQOX        |88.5  MHz |FM |203 |ND  |-                   |C2 |-  |LIC    |MEMPHIS                  |TN |US |BLED   -19901205KA  |30.    kW |30.    kW |131.0   |131.0   |41147      |N |35 |9  |17.00 |W |89  |49 |20.00 |MEMPHIS CITY SCHOOLS                                                        |   0.00 km |   0.00 mi |  0.00 deg |224.   m|224.0  m|-         |-       |-       |122.   m|155269    |
|WTTU        |88.5  MHz |FM |203 |ND  |-                   |A  |-  |LIC    |COOKEVILLE               |TN |US |BLED   -19921130KJ  |2.     kW |0.     kW |50.0    |0.0     |65217      |N |36 |10 |36.00 |W |85  |30 |20.00 |TENNESSEE TECHNOLOGICAL UNIVERSITY                                          |   0.00 km |   0.00 mi |  0.00 deg |378.   m|0.0    m|-         |-       |-       |36.    m|179275    |
|WLYJ        |88.5  MHz |FM |203 |ND  |-                   |A  |-  |LIC    |TULLAHOMA                |TN |US |BLED   -19981013KE  |1.9    kW |1.9    kW |54.0    |54.0    |84363      |N |35 |20 |30.00 |W |86  |11 |5.00  |JOY CHRISTIAN COMMUNICATIONS, INC                                           |   0.00 km |   0.00 mi |  0.00 deg |361.   m|361.0  m|-         |-       |1013826 |41.    m|275339    |
|WVCP        |88.5  MHz |FM |203 |ND  |-                   |A  |-  |LIC    |GALLATIN                 |TN |US |BLED   -20030508ABK |1.     kW |1.     kW |67.0    |67.0    |70470      |N |36 |24 |15.00 |W |86  |27 |1.00  |VOLUNTEER STATE COMMUNITY COLLEGE                                           |   0.00 km |   0.00 mi |  0.00 deg |248.   m|248.0  m|-         |-       |1043936 |74.    m|660300    |
|W203AZ      |88.5  MHz |FX |203 |ND  |-                   |D  |-  |LIC    |CHATTANOOGA              |TN |US |BLFT   -20061103ACF |0.     kW |0.01   kW |0.0     |303.7   |92786      |N |35 |9  |40.00 |W |85  |18 |52.00 |CALVARY CHAPEL OF TWIN FALLS, INC.                                          |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|687.   m|72628     |-       |1044277 |58.    m|1158532   |
|WZXX        |88.5  MHz |FM |203 |ND  |-                   |A  |-  |LIC    |LAWRENCEBURG             |TN |US |BMLED  -20090731ACW |0.076  kW |0.076  kW |166.0   |166.0   |89511      |N |35 |12 |12.00 |W |87  |19 |39.00 |EDGEWATER BROADCASTING INC.                                                 |   0.00 km |   0.00 mi |  0.00 deg |435.   m|435.0  m|-         |-       |1043151 |148.   m|1324680   |
|WSDC        |88.5  MHz |FM |203 |DA  |-                   |A  |-  |LIC    |SNEEDVILLE               |TN |US |BLED   -20100902AEQ |0.25   kW |5.     kW |54.0    |54.0    |90783      |N |36 |29 |36.00 |W |83  |13 |23.00 |DUCK CREEK BAPTIST CHURCH                                                   |   0.00 km |   0.00 mi |  0.00 deg |523.   m|523.0  m|81000     |0.      |-       |35.    m|1394772   |
|W203AZ      |88.5  MHz |FX |203 |ND  |-                   |D  |-  |CP     |CHATTANOOGA              |TN |US |BPFT   -20120126AFW |0.006  kW |0.006  kW |0.0     |0.0     |92786      |N |35 |9  |40.00 |W |85  |18 |52.00 |CALVARY CHAPEL OF TWIN FALLS, INC.                                          |   0.00 km |   0.00 mi |  0.00 deg |687.   m|687.0  m|108161    |-       |1044277 |58.    m|1485420   |
|WWQS        |88.5  MHz |FM |203 |DA  |-                   |A  |-  |LIC    |SPRING CITY              |TN |US |BLED   -20120516ACA |6.     kW |6.     kW |94.0    |94.0    |173912     |N |35 |43 |24.00 |W |84  |51 |34.00 |THE POWER FOUNDATION                                                        |   0.00 km |   0.00 mi |  0.00 deg |478.   m|478.0  m|104752    |0.      |-       |27.    m|1508593   |
|KTEP        |88.5  MHz |FM |203 |ND  |-                   |C1 |-  |LIC    |EL PASO                  |TX |US |BLED   -19800430AE  |100.   kW |100.   kW |223.0   |223.0   |69342      |N |31 |47 |17.00 |W |106 |28 |46.00 |UNIVERSITY OF TEXAS AT EL PASO                                              |   0.00 km |   0.00 mi |  0.00 deg |1458.  m|1458.0 m|-         |-       |-       |50.    m|19895     |
|KOIR        |88.5  MHz |FM |203 |ND  |-                   |A  |-  |LIC    |EDINBURG                 |TX |US |BLED   -19830222AF  |3.     kW |3.     kW |87.0    |87.0    |56478      |N |26 |7  |49.00 |W |98  |10 |51.00 |RIO GRANDE BIBLE INSTITUTE, INC.                                            |   0.00 km |   0.00 mi |  0.00 deg |116.   m|116.0  m|-         |-       |-       |89.    m|52786     |
|K203CB      |88.5  MHz |FX |203 |DA  |-                   |D  |-  |LIC    |LUBBOCK                  |TX |US |BLFT   -19971113TC  |0.062  kW |0.062  kW |58.0    |58.0    |76197      |N |33 |28 |10.00 |W |101 |47 |25.00 |CHRISTIAN BROADCASTING COMPANY, INC.                                        |   0.00 km |   0.00 mi |  0.00 deg |1021.  m|1021.0 m|16139     |0.      |-       |60.    m|256835    |
|KHIB        |88.5  MHz |FM |203 |DA  |-                   |A  |-  |LIC    |BASTROP                  |TX |US |BLED   -19980508KB  |0.     kW |4.     kW |0.0     |94.0    |85291      |N |30 |12 |57.00 |W |97  |8  |31.00 |HOUSTON CHRISTIAN BROADCASTERS, INC.                                        |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|242.   m|15565     |0.      |-       |57.    m|266759    |
|KPBB        |88.5  MHz |FM |203 |ND  |-                   |A  |-  |LIC    |BROWNFIELD               |TX |US |BLED   -19981013KB  |4.5    kW |4.5    kW |115.0   |115.0   |88314      |N |33 |9  |18.00 |W |102 |16 |51.00 |PAULINO BERNAL EVANGELISM                                                   |   0.00 km |   0.00 mi |  0.00 deg |1118.  m|1118.0 m|-         |-       |1051001 |109.   m|275336    |
|KVFE        |88.5  MHz |FM |203 |ND  |-                   |C2 |-  |CP     |DEL RIO                  |TX |US |BPED   -19990316MF  |50.    kW |50.    kW |82.0    |82.0    |93013      |N |29 |20 |39.00 |W |100 |51 |39.00 |WORLD RADIO NETWORK, INC.                                                   |   0.00 km |   0.00 mi |  0.00 deg |391.   m|391.0  m|-         |-       |1036769 |69.    m|282924    |
|-           |88.5  MHz |FA |203 |ND  |-                   |A  |-  |VAC    |COTULLA                  |TX |US |-      --           |-      kW |-      kW |-       |-       |95222      |N |28 |26 |11.00 |W |99  |14 |4.00  |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|292419    |
|-           |88.5  MHz |FA |203 |ND  |-                   |A  |-  |VAC    |LLANO                    |TX |US |-      --           |-      kW |-      kW |-       |-       |95331      |N |30 |45 |34.00 |W |98  |40 |31.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|292918    |
|-           |88.5  MHz |FA |203 |ND  |-                   |A  |-  |VAC    |MARFA                    |TX |US |-      --           |-      kW |-      kW |-       |-       |95350      |N |30 |18 |38.00 |W |104 |1  |10.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|292994    |
|KPMB        |88.5  MHz |FM |203 |ND  |-                   |A  |-  |LIC    |PLAINVIEW                |TX |US |BLED   -19991229AAV |3.     kW |3.     kW |86.0    |86.0    |88451      |N |34 |13 |14.00 |W |101 |42 |52.00 |PAULINO BERNAL EVANGELISM                                                   |   0.00 km |   0.00 mi |  0.00 deg |1116.  m|1116.0 m|-         |-       |1058571 |87.    m|430202    |
|KBMD        |88.5  MHz |FM |203 |DA  |-                   |A  |-  |LIC    |MARBLE FALLS             |TX |US |BLED   -20020211AAR |0.     kW |6.     kW |0.0     |27.0    |86792      |N |30 |33 |12.00 |W |98  |15 |30.00 |LA PROMESA FOUNDATION                                                       |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|318.   m|15238     |0.      |-       |30.    m|600489    |
|KCKT        |88.5  MHz |FM |203 |ND  |-                   |A  |-  |LIC    |CROCKETT                 |TX |US |BLED   -20030219ADO |0.25   kW |0.25   kW |49.0    |49.0    |93122      |N |31 |19 |37.00 |W |95  |28 |26.00 |AMERICAN FAMILY ASSOCIATION                                                 |   0.00 km |   0.00 mi |  0.00 deg |145.   m|145.0  m|-         |-       |-       |41.    m|627649    |
|KVLT        |88.5  MHz |FM |203 |DA  |-                   |C3 |-  |LIC    |TEMPLE                   |TX |US |BLED   -20030425AAW |0.     kW |5.     kW |0.0     |188.0   |86326      |N |30 |59 |8.00  |W |97  |37 |56.00 |AMERICAN EDUCATIONAL BROADCASTING, INC.                                     |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|418.   m|43301     |0.      |1025503 |138.   m|658750    |
|KMQX        |88.5  MHz |FM |203 |ND  |-                   |C3 |-  |LIC    |WEATHERFORD              |TX |US |BLED   -20030919AAR |3.5    kW |3.5    kW |158.0   |158.0   |89176      |N |32 |51 |5.00  |W |98  |6  |31.00 |CSSI NON-PROFIT EDUCATIONAL BROADCASTING CORPORATION                        |   0.00 km |   0.00 mi |  0.00 deg |455.   m|455.0  m|-         |-       |1232880 |128.   m|686982    |
|KAYK        |88.5  MHz |FM |203 |ND  |-                   |C2 |-  |LIC    |VICTORIA                 |TX |US |BLED   -20040322AFS |0.     kW |50.    kW |0.0     |86.0    |82204      |N |28 |46 |43.00 |W |97  |2  |51.00 |AMERICAN FAMILY ASSOCIATION                                                 |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|109.   m|-         |-       |1236641 |85.    m|984567    |
|KEOM        |88.5  MHz |FM |203 |DA  |-                   |C1 |-  |LIC    |MESQUITE                 |TX |US |BMLED  -20041112AAD |61.    kW |61.    kW |175.0   |175.0   |41307      |N |32 |45 |46.00 |W |96  |38 |4.00  |MESQUITE INDEPENDENT SCHOOL DISTRICT                                        |   0.00 km |   0.00 mi |  0.00 deg |315.   m|315.0  m|14148     |0.      |1054543 |152.   m|1026947   |
|KTEP        |88.5  MHz |FS |203 |ND  |-                   |C1 |-  |LIC    |EL PASO                  |TX |US |BXLED  -20060328AJG |0.92   kW |0.92   kW |215.7   |215.7   |69342      |N |31 |47 |15.00 |W |106 |28 |47.00 |UNIVERSITY OF TEXAS AT EL PASO                                              |   0.00 km |   0.00 mi |  0.00 deg |1463.7 m|1463.7 m|-         |-       |1047783 |42.7   m|1121461   |
|NEW         |88.5  MHz |FM |203 |ND  |-                   |C1 |-  |APP    |ALPINE                   |TX |US |BNPED  -20071018AJM |49.    kW |49.    kW |400.0   |400.0   |173348     |N |30 |33 |50.00 |W |104 |9  |45.00 |HOUSTON CHRISTIAN BROADCASTERS, INC.                                        |   0.00 km |   0.00 mi |  0.00 deg |2166.  m|2166.0 m|-         |-       |1257004 |36.    m|1209269   |
|NEW         |88.5  MHz |FM |203 |DA  |-                   |A  |-  |CP     |ENCINO                   |TX |US |BNPED  -20071018AUD |1.     kW |1.     kW |91.0    |91.0    |175306     |N |26 |57 |5.00  |W |98  |2  |9.00  |MARANATHA CHURCH OF LAREDO INCORPORATED                                     |   0.00 km |   0.00 mi |  0.00 deg |110.   m|110.0  m|86755     |0.      |1051404 |85.    m|1248466   |
